Code,Type,At,Email-ID,Email-Backoffice-ID,Event-ID,From Folder,To Folder,Scrolled To,URL,Link Text
45,created,2024-01-11T15:09:42.688Z,,,,,,,,
45,code-used,2024-01-12T13:18:10.556Z,,,,,,,,
45,started,2024-01-12T13:18:12.753Z,,,,,,,,
45,email-moved,2024-01-12T13:18:19.922Z,51279cbd-f540-43e7-9cb9-141bce70bf3a,[Invitation] 2024 Event / Elementor,b374be6a-b7c9-4c28-bc7f-e97f5fd86e88,,No Phishing,,,
45,email-moved,2024-01-12T13:18:20.695Z,6d747b0c-db25-422e-bf8a-b086598fa8b5,â€žHÃ¶hle der LÃ¶wenâ€œ System macht Deutsche BÃ¼rger reich! / â€žHÃ¶hle der LÃ¶wenâ€œ,036b389f-385b-41cf-9ddb-dbe33a0c5b71,,Phishing/Spam,,,
45,email-moved,2024-01-12T13:18:22.317Z,1c8c0658-e07c-4e75-b937-ed63eacd931d,"ðŸŽ„ Merry Christmas, plus a service deadline announcement ðŸŒ² / Felix from AISLER",04999f77-b690-463e-bc78-a2f60fdf108a,,Phishing/Spam,,,
45,email-moved,2024-01-12T13:18:24.435Z,7151dfb6-230d-4b42-98b9-97a718729be0,[Release] AI-Powered Container Creation / Elementor,78a53d96-084b-413d-88d5-e1040eac3a54,,Phishing/Spam,,,
45,email-moved,2024-01-12T13:18:25.383Z,725412e9-b72f-4498-a7ba-efe8b198b1cc,"Besonderes Highlight: TischfuÃŸballtisch fÃ¼r nur 399,- statt 1199,- / Sport und Spiel",009270e4-9ff5-4e66-b057-5b48e245245b,,,,,
45,email-moved,2024-01-12T13:18:26.357Z,71a4f455-3f0a-4e98-b764-4ab7787fb800,BITTE ES IST DRINGEND / Didelet Andy,b3745394-6869-4c1b-891f-25ba9395e7f8,,No Phishing,,,
45,email-moved,2024-01-12T13:18:27.203Z,e1badf4b-6013-4840-a14e-50df8b96d59b,Access to the mzh-team-luhbots group was granted | ProjGIT / Projekt GitLab,7e6bb4a6-31b3-4a65-87be-dd42afadced0,,No Phishing,,,
45,email-moved,2024-01-12T13:18:29.540Z,e86540aa-8aae-4f1e-b4bf-652ba06bd57b,Drei wichtige Vorteile des Budgetmanagements / Amazon Business,f7d7f78f-9f54-4632-a573-ab6b9cefa9a0,,Phishing/Spam,,,
09,created,2024-01-11T15:09:42.737Z,,,,,,,,
09,code-used,2024-01-12T13:38:46.204Z,,,,,,,,
09,started,2024-01-12T13:40:56.614Z,,,,,,,,
09,email-view,2024-01-12T13:40:57.385Z,6d747b0c-db25-422e-bf8a-b086598fa8b5,â€žHÃ¶hle der LÃ¶wenâ€œ System macht Deutsche BÃ¼rger reich! / â€žHÃ¶hle der LÃ¶wenâ€œ,6e7117cf-150d-4669-b9f8-e89a2372fccf,,,,,
09,email-moved,2024-01-12T13:41:00.104Z,6d747b0c-db25-422e-bf8a-b086598fa8b5,â€žHÃ¶hle der LÃ¶wenâ€œ System macht Deutsche BÃ¼rger reich! / â€žHÃ¶hle der LÃ¶wenâ€œ,2b7a947d-c806-4f3d-825b-cea179bda6c3,,Phishing/Spam,,,
09,email-moved,2024-01-12T13:41:03.655Z,51279cbd-f540-43e7-9cb9-141bce70bf3a,[Invitation] 2024 Event / Elementor,63bc6a38-bd4f-47d9-844c-bdfc834dd96d,,Phishing/Spam,,,
09,email-view,2024-01-12T13:41:05.716Z,7151dfb6-230d-4b42-98b9-97a718729be0,[Release] AI-Powered Container Creation / Elementor,71d30b2c-6bd3-4e39-b623-50fa83e8c023,,,,,
09,email-moved,2024-01-12T13:41:10.450Z,7151dfb6-230d-4b42-98b9-97a718729be0,[Release] AI-Powered Container Creation / Elementor,8039338b-e370-4fb3-8129-e7e3c71fb1ee,,Phishing/Spam,,,
09,email-view,2024-01-12T13:41:11.326Z,1c8c0658-e07c-4e75-b937-ed63eacd931d,"ðŸŽ„ Merry Christmas, plus a service deadline announcement ðŸŒ² / Felix from AISLER",b10ded9c-3ec0-453e-a7f1-1fbb5e88af58,,,,,
09,email-moved,2024-01-12T13:41:14.805Z,1c8c0658-e07c-4e75-b937-ed63eacd931d,"ðŸŽ„ Merry Christmas, plus a service deadline announcement ðŸŒ² / Felix from AISLER",98b3eb32-060f-4c34-b664-5d4893f22f26,,No Phishing,,,
09,email-view,2024-01-12T13:41:16.238Z,dd1b298b-e9bb-4671-a3f2-a31c38eb5c22,A Dramatic Leap in Performance / Elementor,7cefc337-267a-4c3c-b33f-24d363c902c2,,,,,
09,email-moved,2024-01-12T13:41:23.205Z,dd1b298b-e9bb-4671-a3f2-a31c38eb5c22,A Dramatic Leap in Performance / Elementor,0224aa51-c8e9-497f-b478-661a0aa9b52c,,No Phishing,,,
09,email-view,2024-01-12T13:41:24.197Z,e1badf4b-6013-4840-a14e-50df8b96d59b,Access to the mzh-team-luhbots group was granted | ProjGIT / Projekt GitLab,cdc162ed-c8de-4e62-b29f-e963a5652bd3,,,,,
09,email-moved,2024-01-12T13:41:27.133Z,e1badf4b-6013-4840-a14e-50df8b96d59b,Access to the mzh-team-luhbots group was granted | ProjGIT / Projekt GitLab,b58b9926-4b72-4c02-bfe5-b55cb757b9f0,,Phishing/Spam,,,
09,email-view,2024-01-12T13:41:28.222Z,725412e9-b72f-4498-a7ba-efe8b198b1cc,"Besonderes Highlight: TischfuÃŸballtisch fÃ¼r nur 399,- statt 1199,- / Sport und Spiel",a3058d36-1e2d-41e2-aa4d-c17d2a78f35a,,,,,
09,email-moved,2024-01-12T13:41:34.849Z,725412e9-b72f-4498-a7ba-efe8b198b1cc,"Besonderes Highlight: TischfuÃŸballtisch fÃ¼r nur 399,- statt 1199,- / Sport und Spiel",34cd3287-dcde-4884-95ea-8f95d27287a2,,No Phishing,,,
09,email-view,2024-01-12T13:41:35.595Z,71a4f455-3f0a-4e98-b764-4ab7787fb800,BITTE ES IST DRINGEND / Didelet Andy,bd6536a1-bf12-4353-8e53-364d070544fe,,,,,
09,email-moved,2024-01-12T13:41:37.399Z,71a4f455-3f0a-4e98-b764-4ab7787fb800,BITTE ES IST DRINGEND / Didelet Andy,f5c125d3-0776-4236-9728-58721f8c72e7,,Phishing/Spam,,,
09,email-view,2024-01-12T13:41:38.240Z,f5e5ebfd-6d0c-4c3b-b69a-075bc600b34c,Bitte Reagieren! / DKBOnline,aadd6d08-575a-4b87-aef8-f5ce02a926c7,,,,,
09,email-moved,2024-01-12T13:41:40.665Z,f5e5ebfd-6d0c-4c3b-b69a-075bc600b34c,Bitte Reagieren! / DKBOnline,7b4ba6f6-2de7-4854-be58-6ec563ed5af4,,Phishing/Spam,,,
09,email-view,2024-01-12T13:41:41.487Z,c98a4fc5-ea1a-45f9-a747-7a69d61e87bf,"Dank der Karte, die einen hohen Kreditrahmen besitzt, haben Sie keine Geldsorgen mehr - freundliche Empfehlung von Manfred / Hermann Kerner",094d87cb-737e-47b8-b262-eeef7fc13978,,,,,
09,email-scrolled,2024-01-12T13:41:46.979Z,c98a4fc5-ea1a-45f9-a747-7a69d61e87bf,"Dank der Karte, die einen hohen Kreditrahmen besitzt, haben Sie keine Geldsorgen mehr - freundliche Empfehlung von Manfred / Hermann Kerner",f0195274-31f5-4290-aec8-1a8e3280b671,,,1,,
09,email-scrolled,2024-01-12T13:41:48.634Z,c98a4fc5-ea1a-45f9-a747-7a69d61e87bf,"Dank der Karte, die einen hohen Kreditrahmen besitzt, haben Sie keine Geldsorgen mehr - freundliche Empfehlung von Manfred / Hermann Kerner",aebd94dd-7677-4073-8132-23bd43538c50,,,0,,
09,email-moved,2024-01-12T13:41:50.864Z,c98a4fc5-ea1a-45f9-a747-7a69d61e87bf,"Dank der Karte, die einen hohen Kreditrahmen besitzt, haben Sie keine Geldsorgen mehr - freundliche Empfehlung von Manfred / Hermann Kerner",28e1bc46-8e76-4aa1-b011-eae97030cf38,,Phishing/Spam,,,
09,email-view,2024-01-12T13:41:51.975Z,c0500e63-932a-49d6-a643-fe544f04293f,Dating fÃ¼r Sex zu Weihnachten in Deutschland / Dating in Deutschland,dbcb9530-392a-4a07-9827-70011055fcf7,,,,,
09,email-moved,2024-01-12T13:41:59.225Z,c0500e63-932a-49d6-a643-fe544f04293f,Dating fÃ¼r Sex zu Weihnachten in Deutschland / Dating in Deutschland,cf15743f-e54d-4bc0-b071-61ef6bc22aad,,No Phishing,,,
09,email-view,2024-01-12T13:42:01.184Z,e67df235-9906-4000-83bf-a378ba7ba4b0,Dein Kontoeinblick fÃ¼r November 2022 / Instagram Business,567ac3ce-d5e9-4261-83aa-9595d671cda2,,,,,
09,email-moved,2024-01-12T13:42:05.497Z,e67df235-9906-4000-83bf-a378ba7ba4b0,Dein Kontoeinblick fÃ¼r November 2022 / Instagram Business,4a760e74-672a-4792-8e65-8ee7139b37f3,,Phishing/Spam,,,
09,email-view,2024-01-12T13:42:06.229Z,7e135194-c7f9-499f-a627-7fe6f79c19b9,Dein Video wurde erneut gepostet / Instagram,4d473ef2-d09a-448d-855c-e598fbecd022,,,,,
09,email-moved,2024-01-12T13:42:12.689Z,7e135194-c7f9-499f-a627-7fe6f79c19b9,Dein Video wurde erneut gepostet / Instagram,69a6bc2a-38fd-4760-98cb-7bf95b720a28,,Phishing/Spam,,,
09,email-view,2024-01-12T13:42:13.302Z,5926e967-0d95-4666-8611-fd86e2029163,"Der einfachste Weg, um Strom zu sparen / E-Energy",ac8f09a5-85bc-472b-891e-892f3145d8a9,,,,,
09,email-moved,2024-01-12T13:42:15.399Z,5926e967-0d95-4666-8611-fd86e2029163,"Der einfachste Weg, um Strom zu sparen / E-Energy",403712a6-4401-4af9-85e4-1916bd069a3e,,No Phishing,,,
09,email-view,2024-01-12T13:42:16.209Z,82ec5ecf-c04e-4bc0-b329-4979066130de,Der Gewinn kann in wenigen Monaten um das 10-fache gesteigert werden... / BTC Profit,74773090-5b00-44f0-a1ad-0cb47b50dc87,,,,,
09,email-moved,2024-01-12T13:42:19.870Z,82ec5ecf-c04e-4bc0-b329-4979066130de,Der Gewinn kann in wenigen Monaten um das 10-fache gesteigert werden... / BTC Profit,420b4d0b-4839-45f8-b9a5-287c8af6b604,,No Phishing,,,
09,email-view,2024-01-12T13:42:21.843Z,4d7dd618-1aeb-4b99-ae4b-09f7aae40552,"Hondrox â€” ist das erste Mittel mit Teufelskrallenextrakte, Arnika fÃ¼r die Wiederherstellung der Knorpel in den Gelenken / Hondrox",925f712a-5191-430c-833e-bfd2c77dbde7,,,,,
09,email-moved,2024-01-12T13:42:25.089Z,4d7dd618-1aeb-4b99-ae4b-09f7aae40552,"Hondrox â€” ist das erste Mittel mit Teufelskrallenextrakte, Arnika fÃ¼r die Wiederherstellung der Knorpel in den Gelenken / Hondrox",783aa621-74e6-440f-b3f4-e08920f97c7e,,No Phishing,,,
09,email-view,2024-01-12T13:42:25.805Z,885cbb50-10cd-412d-9bef-c0cc806677de,Ihr sofort genehmigter Kredit ist Ihr 3-faches monatliches Einkommen oder monatlicher Bruttoumsatz auf unserer Karte / Bernhard Eheim,d7a4e8e3-92b4-493e-b3b4-0b63f00e90e8,,,,,
09,email-moved,2024-01-12T13:42:30.137Z,885cbb50-10cd-412d-9bef-c0cc806677de,Ihr sofort genehmigter Kredit ist Ihr 3-faches monatliches Einkommen oder monatlicher Bruttoumsatz auf unserer Karte / Bernhard Eheim,c1366f60-ffdf-4a5b-b818-7b56acef2990,,Phishing/Spam,,,
09,email-view,2024-01-12T13:42:30.865Z,6be04247-3771-461e-a72f-05e777d93974,Derzeit offene Rechnungen / Internetagentur WAS,f858b78b-a654-4024-a85e-ab5becafeb4e,,,,,
09,email-moved,2024-01-12T13:42:33.925Z,6be04247-3771-461e-a72f-05e777d93974,Derzeit offene Rechnungen / Internetagentur WAS,38ade8e4-cbdd-4bae-b1d6-f2bec9b08210,,Phishing/Spam,,,
09,email-view,2024-01-12T13:42:34.613Z,dbdec964-2699-4009-b883-ab251078f66b,Deutsche Instagram Follower Kaufen / Hallo von Followermonster,a4296c43-a18c-4bcd-b793-15672b3589c0,,,,,
09,email-moved,2024-01-12T13:42:37.459Z,dbdec964-2699-4009-b883-ab251078f66b,Deutsche Instagram Follower Kaufen / Hallo von Followermonster,c3fd40b2-a334-47db-9c14-a09bc91d264e,,No Phishing,,,
09,email-view,2024-01-12T13:42:39.159Z,22e3b053-fea6-46f2-8c0a-a7db008bbd58,Deutsche Social Media Reichweite Kaufen / Hallo von Fanheros,41a0c412-955d-4ffd-8200-dd772387dbf9,,,,,
09,email-moved,2024-01-12T13:42:45.583Z,22e3b053-fea6-46f2-8c0a-a7db008bbd58,Deutsche Social Media Reichweite Kaufen / Hallo von Fanheros,8bb29ec3-a1f5-450a-97c7-3f19169477c2,,No Phishing,,,
09,email-view,2024-01-12T13:42:46.299Z,7f360d53-e153-4a81-bc3f-931980ea82d6,Die Karte ist sofort einsetzbar und besitzt einen hohen Kreditrahmen / Barbara Kaiser,123ec9ed-e766-41c2-bfcc-ee5d17e50bc4,,,,,
09,email-moved,2024-01-12T13:42:48.580Z,7f360d53-e153-4a81-bc3f-931980ea82d6,Die Karte ist sofort einsetzbar und besitzt einen hohen Kreditrahmen / Barbara Kaiser,614cfbea-02bd-4679-b11c-b88bd365bdfc,,Phishing/Spam,,,
09,email-view,2024-01-12T13:42:49.141Z,e86540aa-8aae-4f1e-b4bf-652ba06bd57b,Drei wichtige Vorteile des Budgetmanagements / Amazon Business,6d882ec0-e70c-41f0-a677-ab47394775b0,,,,,
09,email-moved,2024-01-12T13:42:52.644Z,e86540aa-8aae-4f1e-b4bf-652ba06bd57b,Drei wichtige Vorteile des Budgetmanagements / Amazon Business,85b214bc-c044-41e7-bfc5-c23a4611e4bf,,No Phishing,,,
09,email-view,2024-01-12T13:42:53.593Z,a61af59d-1860-424b-a276-c4cbe99a9ad9,Effektive Behandlung von HÃ¤morrhoiden in jedem Stadium / Gelarex,48dccc48-1621-4006-93aa-2a2186f16144,,,,,
09,email-moved,2024-01-12T13:42:58.254Z,a61af59d-1860-424b-a276-c4cbe99a9ad9,Effektive Behandlung von HÃ¤morrhoiden in jedem Stadium / Gelarex,6b91fa71-54ff-4bca-82c4-44bd1f0eb1d4,,No Phishing,,,
09,email-view,2024-01-12T13:42:58.992Z,465bb289-d84a-426e-964c-2d7ba0aa1a56,Ersteinzahlungsbonus +100 Freispiele / Freispiele,5cbb1d6a-e785-4366-ac39-e776e41a3585,,,,,
09,email-moved,2024-01-12T13:43:01.112Z,465bb289-d84a-426e-964c-2d7ba0aa1a56,Ersteinzahlungsbonus +100 Freispiele / Freispiele,055c4bf2-9acf-4183-910f-f29508efcfae,,Phishing/Spam,,,
09,email-view,2024-01-12T13:43:01.967Z,1a2f11cb-71c3-435d-a196-d5e0f10afc40,"FÃ¼ge Personen hinzu, um beim GeschÃ¤ftseinkauf zusammenzuarbeiten / Amazon Business",a8f8177e-445c-49e3-a2c1-ac53327b5584,,,,,
09,email-moved,2024-01-12T13:43:05.653Z,1a2f11cb-71c3-435d-a196-d5e0f10afc40,"FÃ¼ge Personen hinzu, um beim GeschÃ¤ftseinkauf zusammenzuarbeiten / Amazon Business",7c82093d-0ed3-4708-9722-4d9ab6f8ea31,,No Phishing,,,
09,email-view,2024-01-12T13:43:06.677Z,9cdbe8fa-9774-4d0b-9efc-919e085fcb96,GeschÃ¤ftsgeschenke leichter gemacht â€“ mit den Amazon Business Bestellbudgets / Amazon Business,5fab23fb-3194-4b27-b6db-9d83b59c9741,,,,,
09,email-moved,2024-01-12T13:43:10.022Z,9cdbe8fa-9774-4d0b-9efc-919e085fcb96,GeschÃ¤ftsgeschenke leichter gemacht â€“ mit den Amazon Business Bestellbudgets / Amazon Business,f78042ef-6e7d-405a-81c5-c0b767ea73f5,,No Phishing,,,
09,email-view,2024-01-12T13:43:10.592Z,3784e01a-0f49-49c2-bed0-68f4fa21afe9,Gluconol â€“ Doppelschlag auf den Diabetes / Gluconol,c0126ed5-678e-4da6-b198-db64a9ed8af2,,,,,
09,email-moved,2024-01-12T13:43:12.419Z,3784e01a-0f49-49c2-bed0-68f4fa21afe9,Gluconol â€“ Doppelschlag auf den Diabetes / Gluconol,f0d69dab-1249-4af1-a9b2-fa1085efdf7e,,No Phishing,,,
09,email-view,2024-01-12T13:43:13.139Z,c303d06c-9b5e-4dfc-84e2-dd4bdd2e9819,Google-BestÃ¤tigungscode / Google,4bed9b51-a555-42a5-9047-c826ee5bd5f7,,,,,
09,email-moved,2024-01-12T13:43:15.878Z,c303d06c-9b5e-4dfc-84e2-dd4bdd2e9819,Google-BestÃ¤tigungscode / Google,d792e923-c8ec-4746-81d6-faeca9b1c6eb,,Phishing/Spam,,,
09,email-view,2024-01-12T13:43:16.535Z,924b3caf-0ca8-41a8-8bb0-29c6a61611ef,GrÃ¼ÃŸe mein Lieber / Juliet Jonhson,ceaa26fc-032a-445a-821b-449a9c972cd7,,,,,
09,email-moved,2024-01-12T13:43:30.443Z,924b3caf-0ca8-41a8-8bb0-29c6a61611ef,GrÃ¼ÃŸe mein Lieber / Juliet Jonhson,4f00b77f-620a-4d4c-8a15-d8bc1fe6c3a6,,Phishing/Spam,,,
09,email-view,2024-01-12T13:43:31.007Z,cd91937a-a5c5-4d0a-ad04-a1786e2bda6e,Hallo Lieber / elizabeth akah,aa7b6c0a-1985-4a19-87b9-233637369be7,,,,,
09,email-moved,2024-01-12T13:43:34.801Z,cd91937a-a5c5-4d0a-ad04-a1786e2bda6e,Hallo Lieber / elizabeth akah,c5dbad1e-c7ff-4a22-a111-02f43e603a5b,,No Phishing,,,
09,email-view,2024-01-12T13:43:35.463Z,70fab7ec-1133-4ec9-824e-46e640d31302,Haltungskorrektur der Wirbelsaule / BSP Corrector,4069e11d-3aad-4f47-b071-815a8d835bd6,,,,,
09,email-moved,2024-01-12T13:43:40.370Z,70fab7ec-1133-4ec9-824e-46e640d31302,Haltungskorrektur der Wirbelsaule / BSP Corrector,39aa5940-0bf7-439e-a3b3-8a7804488c12,,No Phishing,,,
09,email-view,2024-01-12T13:43:40.906Z,5eaf185f-bedf-4b33-a848-496244774a28,Levicose â€” nanotechnologien schÃ¼tzen die gesundheit und die schÃ¶nheit der venen / Levicose,e1b1ca31-0608-4234-88e3-0041e792b7ac,,,,,
09,email-moved,2024-01-12T13:43:44.906Z,5eaf185f-bedf-4b33-a848-496244774a28,Levicose â€” nanotechnologien schÃ¼tzen die gesundheit und die schÃ¶nheit der venen / Levicose,2cc43c0f-d787-487a-b68d-ce2d4dac37ec,,No Phishing,,,
09,email-view,2024-01-12T13:43:45.558Z,63304844-afaf-4a70-94bd-647e4e6db350,LGBT I NEED YOUR HELP / Aleksandr Kovalenko,0fdde1c4-d3c8-444d-b4b3-2079a9b0f4c6,,,,,
09,email-moved,2024-01-12T13:43:47.714Z,63304844-afaf-4a70-94bd-647e4e6db350,LGBT I NEED YOUR HELP / Aleksandr Kovalenko,57f6b25c-4bae-46d3-ae88-93c579523b24,,Phishing/Spam,,,
09,email-view,2024-01-12T13:43:48.335Z,bdedbf9b-defc-4b2b-9037-c60eba8f9cae,NVIDIA Jetson Orin PCN PCN210341/PCN210361 / Silicon Highway LTD,57b56943-7f06-4dae-bb62-c81f2b036e9e,,,,,
09,email-moved,2024-01-12T13:43:50.855Z,bdedbf9b-defc-4b2b-9037-c60eba8f9cae,NVIDIA Jetson Orin PCN PCN210341/PCN210361 / Silicon Highway LTD,a023f211-de1b-4b3d-a372-df330c7a07a8,,No Phishing,,,
09,email-view,2024-01-12T13:43:51.882Z,fe226b62-cdc6-4d09-a379-df439c5e0380,Payment Due Reminder - RoboCup 2023 / RoboCup Federation,adc0ee4e-35a5-4780-be67-eed751ce35ab,,,,,
09,email-scrolled,2024-01-12T13:44:00.848Z,fe226b62-cdc6-4d09-a379-df439c5e0380,Payment Due Reminder - RoboCup 2023 / RoboCup Federation,1993ef39-1bc6-4332-87ee-53e4a8f85d22,,,0,,
09,email-moved,2024-01-12T13:44:02.410Z,fe226b62-cdc6-4d09-a379-df439c5e0380,Payment Due Reminder - RoboCup 2023 / RoboCup Federation,fb0eca40-a99d-4383-8e88-4bb38fdb6752,,No Phishing,,,
09,email-view,2024-01-12T13:44:03.129Z,403896bd-9011-4832-b990-a0efd84d76ef,Rabatte exklusiv fÃ¼r Unternehmen / Amazon Business,99c23f97-f587-4b58-a237-360603ca9083,,,,,
09,email-moved,2024-01-12T13:44:07.804Z,403896bd-9011-4832-b990-a0efd84d76ef,Rabatte exklusiv fÃ¼r Unternehmen / Amazon Business,59e6d434-57b1-42d0-b584-e226e892f637,,No Phishing,,,
09,email-view,2024-01-12T13:44:08.692Z,017bd32d-4cc2-4e59-9a14-ccbd462b1845,RE / Charls,5c0552cf-9397-44e5-be1a-1b8a2a65f364,,,,,
09,email-moved,2024-01-12T13:44:10.791Z,017bd32d-4cc2-4e59-9a14-ccbd462b1845,RE / Charls,ffe916c1-6f92-4da9-b26c-93801fcad710,,Phishing/Spam,,,
09,email-view,2024-01-12T13:44:11.596Z,de2d30f5-66f1-4c7e-8317-e48ed09ebc06,Rechnung RE2023785 vom 17.04.2023 / Internetagentur WAS,e67d0e23-47aa-47c1-92ee-db4c351812e5,,,,,
09,email-moved,2024-01-12T13:44:13.624Z,de2d30f5-66f1-4c7e-8317-e48ed09ebc06,Rechnung RE2023785 vom 17.04.2023 / Internetagentur WAS,8cb9920d-9462-4f6c-9304-0fa7bbdfb026,,Phishing/Spam,,,
09,email-view,2024-01-12T13:44:14.642Z,2e02935f-1400-4522-ac47-9ae89389d50a,"Reminder - internationale KI-Konferenz ""KI als Innovationsmotor fÃ¼r Europa"" am 24. November 2023 in Mainz / artificial-intelligence",f78703ef-38e6-4bb2-8088-12c3c7688c42,,,,,
09,email-moved,2024-01-12T13:44:21.592Z,2e02935f-1400-4522-ac47-9ae89389d50a,"Reminder - internationale KI-Konferenz ""KI als Innovationsmotor fÃ¼r Europa"" am 24. November 2023 in Mainz / artificial-intelligence",10660695-d8e5-4cf1-82a0-fce036fbb5d5,,No Phishing,,,
09,email-view,2024-01-12T13:44:22.367Z,8bcabadb-82cc-41ad-9bfa-162996ef3888,unbedingt lesen. / Miles & More K artenService,f873053b-20e4-4755-af14-98abd2e2387e,,,,,
09,email-moved,2024-01-12T13:44:25.260Z,8bcabadb-82cc-41ad-9bfa-162996ef3888,unbedingt lesen. / Miles & More K artenService,9d004296-0f81-4810-ae25-31ad6fe1863f,,Phishing/Spam,,,
09,email-view,2024-01-12T13:44:26.306Z,9fdcf400-5371-4d34-8848-5dab4530b2f5,Urgent information: RoboCup 2023 / RoboCup Federation,130120f9-008a-4339-a3d6-986c8e8f321c,,,,,
09,email-moved,2024-01-12T13:44:30.269Z,9fdcf400-5371-4d34-8848-5dab4530b2f5,Urgent information: RoboCup 2023 / RoboCup Federation,1c5ff1ab-7e33-468c-98dc-adb1b4b5fd64,,No Phishing,,,
09,email-view,2024-01-12T13:44:31.040Z,c37c8620-d959-4212-be9a-3725e96d73aa,Verlagere die Beschaffung mit Guided Buying / Amazon Business,6cf1b93e-77dc-49a7-8dde-28acaf20ae4c,,,,,
09,email-moved,2024-01-12T13:44:32.665Z,c37c8620-d959-4212-be9a-3725e96d73aa,Verlagere die Beschaffung mit Guided Buying / Amazon Business,0ad86ddf-61a9-4f37-81e0-172f77bbacfc,,No Phishing,,,
09,email-view,2024-01-12T13:44:34.747Z,36a0d54a-82df-49e9-ba96-3d0c3ca51e0c,"keine Antwort. / ",e04e6d4c-6d30-4c69-bb6f-6ad4d65d270f,,,,,
09,email-moved,2024-01-12T13:45:26.290Z,36a0d54a-82df-49e9-ba96-3d0c3ca51e0c,"keine Antwort. / ",a4dfc015-7676-4c2d-9f5e-923aac0b8128,,Phishing/Spam,,,
09,finished,2024-01-12T13:45:30.215Z,,,,,,,,
09,end-link-clicked,2024-01-12T13:45:32.733Z,,,,,,,,
61,created,2024-01-11T15:09:42.722Z,,,,,,,,
61,code-used,2024-01-12T13:47:19.600Z,,,,,,,,
61,started,2024-01-12T13:48:05.276Z,,,,,,,,
61,email-view,2024-01-12T13:48:17.078Z,7151dfb6-230d-4b42-98b9-97a718729be0,[Release] AI-Powered Container Creation / Elementor,f11151a1-fe11-4ba6-806b-ad9b1e08f028,,,,,
